local time,activity,source activity,duration(s),distance(m),calories(kcal),steps,avg speed(m/s),max speed(m/s),avg heartrate,max heartrate,avg cadence,max cadence,avg power,max power,elevationgain(m)
2023-08-29 22:09:13,Other,other,1993.71,0,410,6522,0,0,138,147,40,64,0,0,483
2023-08-29 21:13:05,Weight Training,strength_training,3322,0,229,0,0,0,93,124,0,0,0,0,0
2023-08-28 21:09:23,Treadmill Running,treadmill_running,1983.92,5939,485,5588,2.99,3.64,160,168,85,129,0,0,0
2023-08-28 18:54:27,Weight Training,strength_training,6573,0,709,0,0,0,109,144,0,0,0,0,0
2023-08-27 16:58:39,Walking,walking,3975.36,5945.35,388,13664,1.5,1.77,99,130,55,80,0,0,14
2023-08-27 10:11:50,Other,other,3040.52,0,636,8280,0,0,141,153,39,61,0,0,737
2023-08-27 09:01:22,Weight Training,strength_training,4029.64,0,342,0,0,0,104,140,0,0,0,0,0
2023-08-26 12:34:38,Walking,walking,2110.91,3372.11,181,3934,1.6,1.87,100,127,56,59,0,0,13
2023-08-26 12:26:17,Walking,walking,190.44,292,13,342,1.53,1.58,106,110,57,61,0,0,0
2023-08-26 11:49:28,Treadmill Running,treadmill_running,2152.47,5939,440,6040,2.76,3.38,145,156,83,94,0,0,0
2023-08-26 10:50:31,Weight Training,strength_training,3288.34,0,252,0,0,0,101,129,0,0,0,0,0
2023-08-25 20:51:17,Other,other,1989.38,0,409,2750,0,0,146,162,42,51,0,0,0
2023-08-25 19:58:02,Weight Training,strength_training,3199,0,241,0,0,0,97,127,0,0,0,0,0
2023-08-25 17:02:52,Walking,walking,3828.6,5561.43,285,12874,1.45,1.73,95,126,55,104,0,0,13
2023-08-24 21:02:51,Treadmill Running,treadmill_running,2642.18,7557,519,7328,2.86,3.53,149,159,84,88,0,0,0
2023-08-24 18:36:30,Weight Training,strength_training,7601.09,0,707,0,0,0,101,144,0,0,0,0,0
2023-08-23 20:43:15,Other,other,1989.56,0,401,2478,0,0,142,162,37,48,0,0,0
2023-08-23 18:51:03,Weight Training,strength_training,4905.6,0,569,0,0,0,114,146,0,0,0,0,0
2023-08-23 17:01:20,Walking,walking,3655.04,5411.53,368,11582,1.48,1.68,94,121,55,64,0,0,12
2023-08-22 19:43:57,Treadmill Running,treadmill_running,2367.47,7154.34,533,6658,3.02,3.62,169,176,85,91,0,0,0
2023-08-22 17:30:35,Weight Training,strength_training,5893.65,0,636,0,0,0,111,146,0,0,0,0,0
2023-08-21 20:15:53,Other,other,1993.99,0,397,6168,0,0,143,173,41,58,0,0,507
2023-08-21 19:03:35,Weight Training,strength_training,4316.15,0,388,0,0,0,107,152,0,0,0,0,0
2023-08-21 17:02:06,Walking,walking,3654.71,5339.79,358,8924,1.46,1.67,97,125,52,69,0,0,15
2023-08-20 11:29:52,Other,other,804.26,0,189,2238,0,0,160,169,44,83,0,0,225
2023-08-20 11:01:32,Treadmill Running,treadmill_running,1404.74,5055,347,4088,3.6,4.08,173,186,88,91,0,0,0
2023-08-20 10:57:06,Treadmill Running,treadmill_running,116.87,318.96,0,168,2.73,3.61,144,159,84,147,0,0,0
2023-08-20 09:46:29,Weight Training,strength_training,3900.16,0,370,0,0,0,109,143,0,0,0,0,0
2023-08-19 21:53:33,Other,other,507.83,0,69,478,0,0,108,116,28,31,0,0,0
2023-08-19 17:01:32,Walking,walking,3418.74,5033.25,331,10702,1.47,1.68,109,130,55,63,0,0,11
2023-08-19 11:34:58,Other,other,2075.26,0,433,6856,0,0,146,168,42,57,0,0,550
2023-08-19 08:58:55,Weight Training,strength_training,5817.69,0,582,0,0,0,110,148,0,0,0,0,0
2023-08-18 19:18:29,Weight Training,strength_training,3339,0,271,0,0,0,100,141,0,0,0,0,0
2023-08-18 18:48:43,Weight Training,strength_training,210.83,0,15,0,0,0,91,127,0,0,0,0,0
2023-08-17 17:02:01,Walking,walking,2829.28,4214.25,240,6850,1.49,1.7,96,124,54,87,0,0,7
2023-08-17 07:48:05,Weight Training,strength_training,3849.53,0,418,0,0,0,109,143,0,0,0,0,0
2023-08-16 22:27:23,Other,other,281.41,0,38,276,0,0,108,116,30,31,0,0,0
2023-08-16 19:49:10,Weight Training,strength_training,5840,0,460,0,0,0,97,138,0,0,0,0,0
2023-08-15 20:33:08,Weight Training,strength_training,5598,0,714,0,0,0,116,164,0,0,0,0,0
2023-08-15 20:31:07,Weight Training,strength_training,5704.66,0,708,0,0,0,116,164,0,0,0,0,0
2023-08-15 17:00:00,Walking,walking,3643.62,5388.48,353,10618,1.48,1.68,103,133,54,129,0,0,15
2023-08-14 06:30:20,Running,running,3358.1,10244.5,820,0,3.05,3.81,163,188,84,89,252,435,58
2023-08-13 15:05:58,Other,other,2510.15,0,540,6792,0,0,147,157,39,72,0,0,608
2023-08-13 09:20:58,Weight Training,strength_training,3108.63,0,269,0,0,0,101,137,0,0,0,0,0
2023-08-12 20:22:24,Other,other,1993.73,0,384,5148,0,0,135,144,37,59,0,0,483
2023-08-12 19:28:42,Weight Training,strength_training,3132.69,0,221,0,0,0,89,119,0,0,0,0,0
2023-08-11 14:35:22,Walking,walking,9710.82,13851.14,737,17548,1.43,1.68,100,112,54,62,0,0,0
2023-08-10 18:23:10,Other,other,1990.06,0,453,2674,0,0,152,160,40,53,0,0,0
2023-08-10 17:09:07,Weight Training,strength_training,4380.49,0,424,0,0,0,111,147,0,0,0,0,0
2023-08-09 17:29:47,Other,other,2769.57,0,633,3540,0,0,152,160,39,55,0,0,0
2023-08-09 17:23:56,Other,other,347.06,0,71,514,0,0,140,146,44,47,0,0,0
2023-08-08 12:46:53,Walking,walking,1122.17,1595.73,144,1958,1.42,1.6,100,142,52,53,0,0,0
2023-08-08 12:30:40,Other,other,969.8,0,202,1718,0,0,142,150,53,57,0,0,0
2023-08-08 09:12:12,Weight Training,strength_training,922,0,65,0,0,0,101,112,0,0,0,0,0
2023-08-08 11:31:23,Other,other,1989.36,0,453,2618,0,0,152,160,40,50,0,0,0
2023-08-08 07:50:52,Weight Training,strength_training,2332,0,213,0,0,0,103,134,0,0,0,0,0
2023-08-07 13:30:30,Climbing,mountaineering,1800,0,0,0,0,0,122,153,9,56,0,0,0
2023-08-07 12:57:00,Weight Training,strength_training,2584.1,0,205,0,0,0,104,136,0,0,0,0,0
2023-08-07 11:54:33,Running,running,3071.92,8699.95,613,0,2.83,3.17,142,149,82,85,237,251,67
2023-08-07 11:12:16,Running,running,527.13,1702.05,125,0,3.23,3.9,161,174,61,88,267,333,19
2023-08-06 12:21:25,Other,other,3695.74,0,748,6224,0,0,138,148,50,55,0,0,0
2023-08-05 20:10:22,Running,running,2353.37,7558.02,592,0,3.21,3.94,164,172,86,95,264,424,20
2023-08-04 07:07:53,Weight Training,strength_training,3909.66,0,478,0,0,0,114,160,0,0,0,0,0
2023-08-03 06:42:37,Running,running,3378.49,10250.61,783,0,3.03,4.66,152,169,83,86,251,473,46
2023-08-02 17:01:14,Walking,walking,3296.55,5017.89,350,10382,1.52,1.76,93,122,56,85,0,0,17
2023-08-02 05:43:39,Weight Training,strength_training,4188.32,0,320,0,0,0,84,131,0,0,0,0,0
2023-08-01 06:34:46,Running,running,3043.53,10252.17,768,15880,3.37,4.49,165,179,89,96,279,468,32
2023-07-31 17:02:17,Walking,walking,3497.3,5150.58,357,11282,1.47,1.68,93,116,55,74,0,0,28
2023-07-31 07:01:35,Weight Training,strength_training,4390.95,0,351,0,0,0,98,127,0,0,0,0,0
2023-07-30 09:05:46,Running,running,3510.17,10241.98,794,18312,2.92,3.69,156,175,82,91,242,449,33
2023-07-29 10:35:56,Walking,walking,1629.06,2305,333,2666,1.41,1.68,145,158,50,76,0,0,1003
2023-07-29 10:18:07,Treadmill Running,treadmill_running,1024.14,2902,245,2880,2.83,3.31,157,169,85,109,0,0,0
2023-07-29 09:59:48,Treadmill Running,treadmill_running,951.24,2854,214,2734,3,3.79,157,175,85,93,0,0,0
2023-07-28 17:03:31,Walking,walking,4089.16,6367.35,447,12524,1.56,2.53,104,130,56,74,0,0,28
2023-07-28 06:15:05,Weight Training,strength_training,3609.35,0,319,0,0,0,98,153,0,0,0,0,0
2023-07-27 05:48:47,Running,running,3307.52,10242.13,777,0,3.1,4.36,154,171,84,93,255,483,34
2023-07-26 19:31:32,Weight Training,strength_training,3741,0,306,0,0,0,98,135,0,0,0,0,0
2023-07-26 16:59:38,Walking,walking,3876.39,5856.34,337,12854,1.51,1.74,96,119,56,65,0,0,29
2023-07-25 06:29:07,Running,running,3422.77,10245.8,776,15160,2.99,4.03,152,179,84,92,249,777,31
2023-07-24 17:00:18,Walking,walking,1371.88,2046.64,133,3288,1.49,1.68,0,0,55,187,0,0,13
2023-07-24 03:36:26,Weight Training,strength_training,4434,0,395,0,0,0,0,0,0,0,0,0,0
2023-07-24 03:35:16,Weight Training,strength_training,4574.22,0,386,0,0,0,0,0,0,0,0,0,0
2023-07-23 10:49:03,Treadmill Running,treadmill_running,3429.61,10243,761,0,2.99,0,0,0,0,0,0,0,0
2023-07-22 07:03:20,Hiking,hiking,12074.69,11238.92,1063,0,0.93,0,0,0,0,0,0,0,0
2023-07-21 19:34:25,Treadmill Running,treadmill_running,1893.64,5947,447,5566,3.14,4.5,164,185,78,97,0,0,0
2023-07-20 18:54:35,Weight Training,strength_training,4275.76,0,418,0,0,0,101,157,0,0,0,0,0
2023-07-20 17:01:21,Walking,walking,4177.7,6345.09,448,12386,1.52,1.81,98,123,55,71,0,0,33
2023-07-19 05:41:00,Running,running,3759.23,10244.36,812,16004,2.72,3.48,144,160,83,91,230,435,31
2023-07-18 17:00:33,Walking,walking,3816.79,5805.54,409,9836,1.52,1.86,94,123,55,66,0,0,31
2023-07-18 06:25:17,Weight Training,strength_training,3979.84,0,309,0,0,0,93,126,0,0,0,0,0
2023-07-17 06:43:55,Running,running,3337.35,10242.66,826,0,3.07,3.96,159,169,88,90,259,461,31
2023-07-16 16:57:37,Walking,walking,3646.94,5463.05,376,10108,1.5,1.78,110,133,56,141,0,0,27
2023-07-16 09:37:41,Weight Training,strength_training,4070.36,0,334,0,0,0,95,131,0,0,0,0,0
2023-07-15 07:19:48,Hiking,hiking,11221.42,11177.89,1016,23574,1,1.67,113,156,47,164,0,0,651
2023-07-14 17:00:37,Walking,walking,2962.02,4489.59,265,8380,1.52,1.67,99,123,55,70,0,0,26
2023-07-14 07:01:10,Weight Training,strength_training,4404,0,467,0,0,0,109,155,0,0,0,0,0
2023-07-13 06:22:34,Running,running,3544.15,10261.34,828,14698,2.89,3.96,155,169,85,91,240,417,38
2023-07-12 17:05:53,Walking,walking,4205.54,6339.6,404,14216,1.51,2.29,92,118,56,82,0,0,17
2023-07-12 07:07:32,Weight Training,strength_training,4149.3,0,333,0,0,0,96,140,0,0,0,0,0
2023-07-11 05:53:17,Running,running,3528.63,10251.1,819,0,2.9,4.48,158,180,83,94,243,417,63
2023-07-10 18:53:17,Weight Training,strength_training,4722,0,346,0,0,0,95,131,0,0,0,0,0
2023-07-10 16:56:05,Walking,walking,4995.98,7390.1,365,17002,1.48,1.72,85,110,55,78,0,0,16
2023-07-09 05:30:13,Running,running,3429.01,10253.46,818,0,2.99,4.44,158,173,86,105,249,421,58
2023-07-08 07:23:15,Hiking,hiking,12031.58,12659.12,921,31188,1.05,2.64,111,145,43,64,0,0,326
2023-07-07 16:55:08,Walking,walking,4255,6374.95,431,13668,1.5,2.09,103,132,55,70,0,0,13
2023-07-07 06:03:14,Weight Training,strength_training,3412.99,0,285,0,0,0,94,139,0,0,0,0,0
2023-07-06 06:06:58,Running,running,3453.39,10249.94,843,0,2.97,4.07,164,177,85,88,249,440,67
2023-07-05 17:00:33,Walking,walking,1725.25,2516.85,179,2998,1.46,1.79,104,130,55,69,0,0,8
2023-07-05 01:54:13,Weight Training,strength_training,4268,0,341,0,0,0,98,127,0,0,0,0,0
2023-07-04 07:33:36,Hiking,hiking,11306.8,11640.48,1102,27248,1.03,1.9,116,159,46,152,0,0,487
2023-07-03 17:03:42,Walking,walking,4152.87,6267.42,358,12956,1.51,1.7,100,129,55,78,0,0,15
2023-07-03 09:15:58,Weight Training,strength_training,4772,0,524,0,0,0,110,139,0,0,0,0,0
2023-07-02 10:58:42,Walking,walking,1420.58,1323.9,102,1554,0.93,1.93,112,131,37,58,0,0,15
2023-07-02 09:53:51,Running,running,3727.65,10246.55,875,0,2.75,3.65,159,171,83,87,229,409,27
2023-07-01 17:04:39,Walking,walking,2528.57,3777.27,224,7920,1.49,1.68,102,126,56,79,0,0,20
2023-07-01 13:19:08,Weight Training,strength_training,6197,0,709,0,0,0,112,167,0,0,0,0,0
2023-06-30 09:24:58,Hiking,hiking,17097.16,12701.54,1450,34080,0.74,1.53,120,168,45,234,0,0,1057
2023-06-29 20:49:31,Treadmill Running,treadmill_running,3631.74,10307,747,10632,2.84,3.19,154,165,69,88,0,0,0
2023-06-28 19:47:37,Weight Training,strength_training,5227,0,542,0,0,0,108,142,0,0,0,0,0
2023-06-28 19:45:58,Weight Training,strength_training,5409.79,0,516,0,0,0,108,142,0,0,0,0,0
2023-06-27 21:17:49,Treadmill Running,treadmill_running,2006.86,5938,421,6296,2.96,3.19,146,156,77,89,0,0,0
2023-06-26 17:02:55,Walking,walking,4070.69,6151.61,363,7380,1.51,1.74,101,126,55,64,0,0,31
2023-06-26 07:07:39,Weight Training,strength_training,3189.4,0,236,0,0,0,97,130,0,0,0,0,0
2023-06-25 20:09:41,Other,other,1034.64,0,183,1560,0,0,128,134,45,58,0,0,0
2023-06-25 09:07:07,Walking,walking,1984.85,3300.8,228,6848,1.66,2.02,116,158,58,75,0,0,7
2023-06-25 08:46:24,Running,running,1229.86,3613.96,289,0,2.94,4.22,159,202,85,105,242,470,13
2023-06-24 21:15:38,Other,other,422.39,0,76,564,0,0,129,136,42,51,0,0,0
2023-06-24 20:22:10,Treadmill Running,treadmill_running,3163.55,8198,611,8868,2.59,3.19,149,157,79,88,0,0,0
2023-06-23 17:02:12,Walking,walking,3077.27,4673.63,321,5562,1.52,1.76,109,138,54,60,0,0,28
2023-06-23 06:04:16,Weight Training,strength_training,3849.19,0,345,0,0,0,100,148,0,0,0,0,0
2023-06-22 05:30:52,Running,running,3489.48,10251.23,804,0,2.94,3.71,158,171,86,91,244,411,36
2023-06-21 17:00:42,Walking,walking,4293.13,6460.04,447,12566,1.5,1.79,109,136,56,70,0,0,32
2023-06-21 06:16:21,Weight Training,strength_training,3787.1,0,309,0,0,0,95,134,0,0,0,0,0
2023-06-20 19:50:50,Other,other,1161.57,0,194,1804,0,0,123,129,47,51,0,0,0
2023-06-20 18:35:14,Treadmill Running,treadmill_running,1859.05,4840.58,399,0,2.6,2.8,148,158,79,83,0,0,0
2023-06-19 09:05:46,Weight Training,strength_training,3738.58,0,385,0,0,0,114,147,0,0,0,0,0
2023-06-18 20:53:22,Other,other,497.88,0,75,838,0,0,117,123,51,51,0,0,0
2023-06-18 09:11:27,Walking,walking,652.02,1032.83,68,1196,1.58,1.9,115,150,56,81,0,0,4
2023-06-18 08:33:19,Running,running,2265.13,6505.41,472,0,2.87,4.03,170,179,83,88,233,403,45
2023-06-17 17:03:23,Walking,walking,3764.05,5280.44,302,6420,1.4,1.81,103,137,55,105,0,0,16
2023-06-17 13:11:11,Weight Training,strength_training,4324,0,666,0,0,0,128,175,0,0,0,0,0
2023-06-17 13:10:08,Weight Training,strength_training,4377.97,0,629,0,0,0,128,175,0,0,0,0,0
2023-06-16 06:30:00,Running,running,4096.63,10287.67,826,0,2.51,3.65,160,185,82,88,203,373,69
2023-06-15 17:03:25,Walking,walking,3747.09,5679,358,11532,1.52,1.71,120,154,56,68,0,0,15
2023-06-15 06:14:28,Weight Training,strength_training,4445.35,0,636,0,0,0,124,159,0,0,0,0,0
2023-06-14 06:23:07,Running,running,3810.08,10243.03,790,0,2.69,4.17,170,181,84,87,218,404,69
2023-06-13 17:01:05,Walking,walking,3271.2,4934.97,325,8536,1.51,1.73,121,149,55,64,0,0,15
2023-06-13 02:46:53,Weight Training,strength_training,3523.44,0,383,0,0,0,113,154,0,0,0,0,0
2023-06-12 06:11:27,Running,running,3495.54,10234.48,837,0,2.93,4.03,176,184,86,89,241,415,74
2023-06-11 17:01:49,Walking,walking,3849.19,5758.79,374,12688,1.5,1.7,106,136,56,66,0,0,12
2023-06-11 11:46:59,Cycling,cycling,489.16,2360.31,59,0,4.82,6.99,139,159,0,0,0,0,6
2023-06-11 09:22:55,Walking,walking,3526.2,3915.13,569,5452,1.11,1.13,134,145,47,51,0,0,2039
2023-06-10 07:57:43,Walking,walking,2123.31,2408,405,3168,1.13,1.23,135,142,45,55,0,0,1256
2023-06-10 07:15:04,Treadmill Running,treadmill_running,2509.06,6508,506,6914,2.59,2.84,149,157,83,88,0,0,0
2023-06-09 06:40:39,Walking,walking,2653.97,3164,402,4104,1.19,1.23,122,136,46,49,0,0,1655
2023-06-08 17:01:14,Walking,walking,3210.3,4940.66,257,10962,1.54,1.73,93,119,56,75,0,0,12
2023-06-08 07:03:14,Other,other,2889.18,0,422,4376,0,0,110,118,45,55,0,0,0
2023-06-07 05:48:01,Running,running,3608.17,10247.89,787,0,2.84,4.01,152,165,84,92,240,439,70
2023-06-06 17:01:40,Walking,walking,3578.2,5537.45,374,12304,1.55,1.78,112,139,56,64,0,0,19
2023-06-06 06:22:04,Walking,walking,1812.92,2129,271,2866,1.17,1.23,113,124,48,70,0,0,1113
2023-06-05 06:21:21,Running,running,2128.42,6513.08,502,0,3.06,3.76,162,173,86,89,259,460,39
2023-06-04 20:32:49,Other,other,793.21,0,130,1316,0,0,121,131,50,54,0,0,0
2023-06-04 17:01:12,Walking,walking,4027.6,6379.52,422,12172,1.58,2.04,113,140,57,126,0,0,12
2023-06-03 19:42:18,Treadmill Running,treadmill_running,2334.53,6511.2,458,6426,2.79,3.08,142,153,83,94,0,0,0
2023-06-02 17:03:23,Walking,walking,4062.41,6143.95,425,12644,1.51,1.74,92,114,56,64,0,0,14
2023-06-02 06:27:42,Other,other,1509.82,0,237,2314,0,0,116,126,46,50,0,0,0
2023-06-01 19:24:54,Other,other,2109.72,0,341,3264,0,0,119,135,47,51,0,0,0
2023-06-01 06:16:08,Walking,walking,2701.62,4584.94,247,8764,1.7,1.91,84,101,59,81,0,0,6
2023-05-31 19:36:36,Other,other,439.76,0,62,624,0,0,108,117,43,43,0,0,0
2023-05-31 17:01:54,Walking,walking,3530.48,5270.09,310,9364,1.49,1.7,91,113,55,64,0,0,13
2023-05-31 06:20:48,Walking,walking,2350.79,3715.63,200,5940,1.58,1.79,86,99,56,64,0,0,32
2023-05-30 20:23:04,Other,other,1301.87,0,180,2092,0,0,106,113,48,54,0,0,0
2023-05-30 06:08:59,Walking,walking,3173.83,5225.32,285,9232,1.65,1.83,91,111,57,64,0,0,8
2023-05-29 16:38:03,Other,other,5511.06,0,869,8326,0,0,115,128,45,53,0,0,0
2023-05-28 17:00:59,Walking,walking,4037.59,6177.04,319,13970,1.53,1.82,98,126,56,63,0,0,17
2023-05-28 16:30:24,Other,other,1464.4,0,248,2316,0,0,121,132,48,55,0,0,0
2023-05-27 13:00:47,Other,other,5246.3,0,864,8196,0,0,116,133,47,129,0,0,0
2023-05-26 06:33:32,Walking,walking,1719.27,2833.97,205,4010,1.65,1.9,104,138,58,117,0,0,5
2023-05-26 06:10:37,Running,running,1346.74,3855.48,288,0,2.86,3.68,150,167,82,88,239,420,35
2023-05-25 06:49:58,Walking,walking,948.53,1586.29,110,1836,1.67,1.83,111,148,58,109,0,0,17
2023-05-25 06:20:27,Running,running,1750.67,5054.85,379,0,2.89,3.9,151,162,85,91,240,425,32
2023-05-24 17:01:47,Walking,walking,3418.52,5019.83,350,10432,1.47,1.63,93,120,56,108,0,0,12
2023-05-24 06:30:13,Weight Training,strength_training,1809.17,0,164,0,0,0,107,147,0,0,0,0,0
2023-05-23 06:05:07,Running,running,2386,6830.84,487,0,2.86,3.5,156,174,85,87,240,427,47
2023-05-22 17:01:15,Walking,walking,4179.47,6137.56,339,14240,1.47,1.7,97,121,56,164,0,0,21
2023-05-22 06:17:23,Weight Training,strength_training,1819.96,0,141,0,0,0,93,126,0,0,0,0,0
2023-05-21 10:28:03,Walking,walking,2475.19,4290.88,263,4650,1.73,1.95,109,115,57,63,0,0,0
2023-05-21 10:18:14,Walking,walking,531.56,878.78,63,980,1.65,1.83,117,163,58,138,0,0,4
2023-05-21 09:45:12,Running,running,1957.17,5932.71,488,0,3.03,4.27,166,177,84,91,256,462,50
2023-05-20 17:48:16,Walking,walking,741.54,1013.73,63,1176,1.37,1.56,105,109,48,50,0,0,0
2023-05-20 16:04:11,Walking,walking,3606.88,5642.55,379,0,1.56,0,0,0,0,0,0,0,0
2023-05-20 10:39:32,Walking,walking,4288.2,6038.71,401,0,1.41,0,0,0,0,0,0,0,0
2023-05-19 18:35:59,Stair Climbing,stair_climbing,891.51,0,158,0,0,0,0,0,0,0,0,0,0
2023-05-19 06:27:42,Walking,walking,2060.41,3323.3,229,0,1.61,0,0,0,0,0,0,0,0
2023-05-19 06:07:48,Running,running,1169.79,3515.39,256,0,3.01,0,0,0,0,0,0,0,0
2023-05-18 05:25:58,Walking,walking,4257.74,7086.46,430,0,1.66,0,0,0,0,0,0,0,0
2023-05-17 06:35:57,Walking,walking,1285.92,2068.34,139,0,1.61,0,0,0,0,0,0,0,0
2023-05-17 06:00:22,Running,running,2122.84,5944,447,0,2.8,0,0,0,0,0,0,0,0
2023-05-16 05:22:17,Walking,walking,4340.45,7200.46,426,0,1.66,0,0,0,0,0,0,0,0
2023-05-15 06:24:16,Walking,walking,2268.04,3608.64,190,0,1.59,0,0,0,0,0,0,0,0
2023-05-15 05:53:29,Running,running,1828.48,5056.55,372,0,2.77,0,0,0,0,0,0,0,0
2023-05-14 18:41:14,Walking,walking,1418.89,1984.33,101,0,1.4,0,0,0,0,0,0,0,0
2023-05-14 17:12:11,Walking,walking,4562.74,6860.37,477,0,1.5,0,0,0,0,0,0,0,0
2023-05-13 09:23:18,Hiking,hiking,9519.23,10917.6,1095,0,1.15,0,0,0,0,0,0,0,0
2023-05-12 17:02:36,Walking,walking,3690.04,5489.55,356,0,1.49,0,0,0,0,0,0,0,0
2023-05-12 07:09:09,Walking,walking,3883.95,6504.54,390,0,1.67,0,0,0,0,0,0,0,0
2023-05-11 06:05:20,Running,running,3375.24,10256.57,818,0,3.04,0,0,0,0,0,0,0,0
2023-05-10 19:17:45,Walking,walking,1965.16,2725.11,144,0,1.39,0,0,0,0,0,0,0,0
2023-05-10 17:00:59,Walking,walking,3949.18,5701.1,315,0,1.44,0,0,0,0,0,0,0,0
2023-05-10 06:22:42,Weight Training,strength_training,2589.21,0,217,0,0,0,0,0,0,0,0,0,0
2023-05-09 06:05:00,Running,running,3603.63,10248.66,753,0,2.84,0,0,0,0,0,0,0,0
2023-05-08 17:00:15,Walking,walking,3908.31,5759.92,375,0,1.47,0,0,0,0,0,0,0,0
2023-05-08 06:14:39,Weight Training,strength_training,2889.54,0,242,0,0,0,0,0,0,0,0,0,0
2023-05-07 08:41:50,Running,running,3547.76,10243.72,792,0,2.89,0,0,0,0,0,0,0,0
2023-05-06 20:17:20,Walking,walking,2188.44,3000.86,184,0,1.37,0,0,0,0,0,0,0,0
2023-05-06 11:23:03,Weight Training,strength_training,2147.99,0,206,0,0,0,0,0,0,0,0,0,0
2023-05-05 06:11:22,Running,running,3384.1,10245.86,774,0,3.03,0,0,0,0,0,0,0,0
2023-05-04 06:06:38,Weight Training,strength_training,3056,0,197,0,0,0,0,0,0,0,0,0,0
2023-05-04 06:05:07,Weight Training,strength_training,3376.55,0,268,0,0,0,0,0,0,0,0,0,0
2023-05-03 06:25:27,Running,running,3491.4,10249.53,773,0,2.94,0,0,0,0,0,0,0,0
2023-05-02 06:06:48,Weight Training,strength_training,3740.26,0,333,0,0,0,0,0,0,0,0,0,0
2023-05-01 05:08:22,Running,running,3720.47,10245.95,760,0,2.75,0,0,0,0,0,0,0,0
2023-04-30 09:37:00,Running,running,3453.91,10252.48,817,0,2.97,0,0,0,0,0,0,0,0
2023-04-29 19:30:39,Stair Climbing,stair_climbing,2211.02,0,369,0,0,0,0,0,0,0,0,0,0
2023-04-29 17:03:12,Walking,walking,4285.8,6447.13,404,0,1.5,0,0,0,0,0,0,0,0
2023-04-28 05:51:22,Running,running,3531.28,10245.38,788,0,2.9,0,0,0,0,0,0,0,0
2023-04-27 12:05:00,Stair Climbing,stair_climbing,1764.62,0,352,0,0,0,0,0,0,0,0,0,0
2023-04-27 08:13:07,Running,running,1874.23,5953.97,466,0,3.18,0,0,0,0,0,0,0,0
2023-04-26 05:53:32,Running,running,3610.07,10236.6,811,0,2.84,0,0,0,0,0,0,0,0
2023-04-25 07:11:48,Stair Climbing,stair_climbing,3609.59,0,654,0,0,0,0,0,0,0,0,0,0
2023-04-24 06:58:28,Walking,walking,2115.88,3079.29,328,0,1.46,0,0,0,0,0,0,0,0
2023-04-24 06:13:35,Treadmill Running,treadmill_running,2658.46,7152,603,0,2.69,0,0,0,0,0,0,0,0
2023-04-23 09:51:31,Stair Climbing,stair_climbing,5258.69,0,909,0,0,0,0,0,0,0,0,0,0
2023-04-22 17:01:32,Stair Climbing,stair_climbing,4230.12,0,777,0,0,0,0,0,0,0,0,0,0
2023-04-21 07:08:49,Walking,walking,1172.35,1727.79,107,0,1.47,0,0,0,0,0,0,0,0
2023-04-21 06:03:54,Treadmill Running,treadmill_running,3833.71,10316,777,0,2.69,0,0,0,0,0,0,0,0
2023-04-20 07:04:59,Stair Climbing,stair_climbing,4411.67,0,787,0,0,0,0,0,0,0,0,0,0
2023-04-19 06:19:03,Treadmill Running,treadmill_running,3768.54,10244,875,0,2.72,0,0,0,0,0,0,0,0
2023-04-18 07:13:43,Stair Climbing,stair_climbing,4400.08,0,864,0,0,0,0,0,0,0,0,0,0
2023-04-17 06:02:04,Treadmill Running,treadmill_running,3806.79,10243,832,0,2.69,0,0,0,0,0,0,0,0
2023-04-16 08:20:22,Stair Climbing,stair_climbing,4817,0,909,0,0,0,0,0,0,0,0,0,0
2023-04-15 08:34:40,Walking,walking,1597.79,2374.55,240,0,1.49,0,0,0,0,0,0,0,0
2023-04-15 07:28:50,Treadmill Running,treadmill_running,3806.88,10243,901,0,2.69,0,0,0,0,0,0,0,0
2023-04-14 06:09:58,Weight Training,strength_training,3946,0,536,0,0,0,0,0,0,0,0,0,0
2023-04-13 07:00:48,Stair Climbing,stair_climbing,4447.22,0,818,0,0,0,0,0,0,0,0,0,0
2023-04-12 07:29:47,Stair Climbing,stair_climbing,2889.24,0,505,0,0,0,0,0,0,0,0,0,0
2023-04-12 05:42:54,Weight Training,strength_training,2996,0,254,0,0,0,0,0,0,0,0,0,0
2023-04-12 05:40:41,Weight Training,strength_training,3264.67,0,286,0,0,0,0,0,0,0,0,0,0
2023-04-11 05:06:22,Treadmill Running,treadmill_running,3696.51,10245.59,840,0,2.77,0,0,0,0,0,0,0,0
2023-04-10 07:36:47,Stair Climbing,stair_climbing,2470.05,0,436,0,0,0,0,0,0,0,0,0,0
2023-04-10 05:08:13,Weight Training,strength_training,4876.31,0,509,0,0,0,0,0,0,0,0,0,0
2023-04-09 07:03:48,Treadmill Running,treadmill_running,5438.6,14636,1146,0,2.69,0,0,0,0,0,0,0,0
2023-04-08 08:58:11,Weight Training,strength_training,5289.63,0,926,0,0,0,0,0,0,0,0,0,0
2023-04-07 05:45:12,Treadmill Running,treadmill_running,3693.59,10240.36,821,0,2.77,0,0,0,0,0,0,0,0
2023-04-06 12:17:41,Stair Climbing,stair_climbing,1469.84,0,269,0,0,0,0,0,0,0,0,0,0
2023-04-06 06:00:41,Weight Training,strength_training,4768.83,0,490,0,0,0,0,0,0,0,0,0,0
